שנת לימודים,שם מחוז,שם רשות,סמל מוסד,שם מוסד,חמשון טיפוח,סטטוס מוסד,סוג חינוך מוסד,שלבי חינוך במוסד,מגזר,סוג פיקוח,מעמד משפטי, שעות הוראה,עלות  שעות הוראה,שעות פרטניות, שעות שהיה,שעות הדרכה,עלות תיקצוב שעות הדרכה,שעות איחוד משכורת , עלות תיקצוב שעות איחוד משכורת ,"שעות בודדות -חנ""מ - חופשות","עלות שעות בודדות -חנ""מ - חופשות","שכ""ל",גני ילדים,שירותי היקף,תקציב הסעות ,פרויקטים והעברות לרשויות מקומיות ובעלויות,שעות רשת חינוך עצמאי ומעיין חינוך תורני , עלות שעות רשת חינוך עצמאי ומעיין חינוך תורני ,שעות מוסדות פטור,עלות שעות מוסדות פטור,שירותי עזר - מוסדות פטור,מספר תלמידים בפועל חינוך רגיל,מספר תלמידים בפועל חינוך מיוחד, מס' כיתות  חינוך רגיל, מס' כיתות  חינוך מיוחד,"סה""כ תקציב שכר ותשלומים",הערות
תשעו,דרום,רהט,618363,אבו עוביידה,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,"1,414","11,109,463",260,240,0,0,0,0,0,0,0,0,"1,228,279",0,"1,367,142",0,0,0,0,0,795,30,27.0,2.0,"13,704,884", 
תשעו,דרום,רהט,618371,סלאח א'דין,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,"1,345","10,591,468",242,225,0,0,0,0,0,0,0,0,"1,083,855",0,"911,859",0,0,0,0,0,749,12,26.0,1.0,"12,587,182", 
תשעו,דרום,רהט,618447,אבן סינא,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,"1,481","11,400,184",281,253,0,0,0,0,0,0,0,0,"1,315,411",0,"985,370",0,0,0,0,0,894,13,30.0,1.0,"13,700,965", 
תשעו,דרום,רהט,618512,אלרחמה,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,"1,647","12,844,201",284,265,0,0,0,0,0,0,0,0,"1,233,391",0,"1,313,880",0,0,0,0,0,912,7,31.0,1.0,"15,391,471", 
תשעו,דרום,רהט,618579,ע'ש חמיס אלקרנאוי ז',חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,"1,142","9,108,758",203,181,0,0,0,0,"1,227","172,295",0,0,"1,200,854",0,"438,903",0,0,0,0,0,458,37,18.0,5.0,"10,920,811", 
תשעו,דרום,רהט,618629,"אלע'זאלי ע""ש שייך אחמד אלטורי",חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,989,"7,716,448",165,157,0,0,0,0,0,0,0,0,"743,988",0,"704,890",0,0,0,0,0,511,13,19.0,1.0,"9,165,326", 
תשעו,דרום,רהט,618736,אלביאן,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,587,"4,627,340",109,104,0,0,0,0,0,0,0,0,"369,670",0,"308,488",0,0,0,0,0,279,0,12.0,0.0,"5,305,498", 
תשעו,דרום,רהט,618744,אלפרדוס,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,"1,030","8,017,470",171,160,0,0,0,0,265,"37,211",0,0,"852,311",0,"834,043",0,0,0,0,0,546,17,19.0,2.0,"9,741,035", 
תשעו,דרום,רהט,627000,אל חנאן, ,פעיל,מיוחד,יסודי ועליונה,בדואי,ממלכתי,רשמי,"1,000","9,014,167",168,258,0,0,0,0,"7,913","1,111,143",0,0,"2,513,344",0,"779,186",0,0,0,0,0,0,143,0.0,20.0,"13,417,841", 
תשעו,דרום,רהט,648030,תיכון סלמאן אלהוזייל,חלש,פעיל,רגיל,"חט""ב ועליונה",בדואי,ממלכתי,רשמי,920,"8,182,258",144,302,0,0,0,0,328,"46,058","10,938,343",0,"1,531,619",0,"1,021,355",0,0,0,0,0,"1,072",16,37.0,2.0,"21,719,632", 
תשעו,דרום,רהט,648048,מקיף רהט,חלש,פעיל,רגיל,"חט""ב ועליונה",בדואי,ממלכתי,רשמי,"1,777","15,766,739",255,564,0,0,0,0,0,0,"10,899,548",0,"2,848,150",0,"1,359,182",0,0,0,0,0,"1,756",14,61.0,1.0,"30,873,619", 
תשעו,דרום,רהט,648113,מקיף א'לנור,חלש,פעיל,רגיל,"חט""ב ועליונה",בדואי,ממלכתי,רשמי,"1,426","12,742,877",226,488,0,0,0,0,175,"24,574","12,535,808",0,"1,880,874",0,"1,928,940",0,0,0,0,0,"1,532",24,51.0,2.0,"29,113,073", 
תשעו,דרום,רהט,648204,אלנג'אח,חלש,פעיל,רגיל,"חט""ב ועליונה",בדואי,ממלכתי,רשמי,"1,151","10,262,038",176,370,0,0,39,"254,823",166,"23,310","7,984,632",0,"1,400,324",0,"1,831,753",0,0,0,0,0,"1,104",13,41.0,1.0,"21,756,880", 
תשעו,דרום,רהט,648238,דאר אלקלם,חלש,פעיל,רגיל,"חט""ב ועליונה",בדואי,ממלכתי,רשמי,"1,719","15,238,014",257,550,0,0,105,"692,324",0,0,"9,656,029",0,"2,369,780",0,"1,621,517",0,0,0,0,0,"1,641",5,60.0,2.0,"29,577,664", 
תשעו,דרום,רהט,648329,מקיף אלתקוא,חלש,פעיל,רגיל,"חט""ב ועליונה",בדואי,ממלכתי,רשמי,690,"6,172,515",106,229,0,0,0,0,142,"19,940","3,047,096",0,"906,017",0,"450,932",0,0,0,0,0,616,0,24.0,1.0,"10,596,499", 
תשעו,דרום,קרית מלאכי,611053,אחוות אחים,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,426,"3,357,797",78,81,0,0,0,0,0,0,0,0,"345,034",0,"358,835",0,0,0,0,0,214,0,8.0,0.0,"4,061,666", 
תשעו,דרום,קרית מלאכי,611061,נצח ישראל,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,787,"6,126,282",150,140,0,0,0,0,0,0,0,0,"795,730",0,"605,025",0,0,0,0,0,338,18,14.0,2.0,"7,527,038", 
תשעו,דרום,קרית מלאכי,611335,"ת""ת ובי' ישורון",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"443,270",0,"337,025",491,"3,013,218",0,0,0,221,8,7.5,1.0,"3,793,513", 
תשעו,דרום,קרית מלאכי,611798,אלי כהן,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,615,"4,811,710",120,114,0,0,0,0,0,0,0,0,"384,961",0,"467,108",0,0,0,0,0,285,0,11.0,0.0,"5,663,779", 
תשעו,דרום,קרית מלאכי,612051,הראל,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,676,"5,358,781",137,126,0,0,0,0,0,0,0,0,"515,108",0,"529,876",0,0,0,0,0,281,12,12.0,1.0,"6,403,765", 
תשעו,דרום,קרית מלאכי,612234,"חב""ד בנות",בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,789,"6,215,885",152,140,0,0,0,0,0,0,0,0,"521,025",0,"663,431",0,0,0,0,0,428,0,16.0,0.0,"7,400,340", 
תשעו,דרום,קרית מלאכי,612994,"חב""ד בנים",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,835,"6,602,213",140,149,0,0,0,0,0,0,0,0,"606,816",0,"592,295",0,0,0,0,0,381,19,15.0,2.0,"7,801,324", 
תשעו,דרום,קרית מלאכי,614560,תורני,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,687,"5,414,588",126,116,0,0,0,0,0,0,0,0,"438,421",0,"593,452",0,0,0,0,0,345,0,13.0,0.0,"6,446,462", 
תשעו,דרום,קרית מלאכי,615179,"ת""ת בית יוסף",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"209,049",0,"98,920",230,"1,312,681",0,0,0,98,0,4.5,0.0,"1,620,650", 
תשעו,דרום,קרית מלאכי,620088,"אור לנוער חב""ד", ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"852,499",0,"2,820,813",0,0,0,0,0,0,40,0.0,6.0,"3,673,312", 
תשעו,דרום,קרית מלאכי,640631,מקיף דתי חבד בית חנה,בינוני,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,397,"3,556,403",60,132,0,0,46,"301,154",176,"24,714","6,200,014",0,"360,550",0,"317,576",0,0,0,0,0,341,0,13.0,0.0,"10,760,411", 
תשעו,דרום,קרית מלאכי,640680,ישיבת תומכי תמימים,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,ממלכתי דתי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,251,504",0,0,0,"11,891",0,0,0,0,0,42,0,4.0,0.0,"1,263,395", 
תשעו,דרום,קרית מלאכי,644757,קרית חינוך-ק. מלאכי,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,621,197",0,907,0,"39,432",0,0,0,0,0,79,0,3.0,0.0,"1,661,535", 
תשעו,דרום,קרית מלאכי,660241,ישיבת קרית מלאכי,בינוני - חזק,סגור,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"1,083",0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,"1,083",תשלומים הוקפאו במהלך שנת הלימודים בנושא תקציבי אחד או יותר
תשעו,דרום,קרית מלאכי,670414,מקיף דתי,חלש,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,706,"6,274,783",97,206,0,0,269,"1,780,121",184,"25,837","5,504,783",0,"503,143",0,"535,615",0,0,0,0,0,422,15,19.0,3.0,"14,624,281", 
תשעו,דרום,קרית מלאכי,670422,גימנסיה דרכא,חלש - בינוני,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,631,"5,649,596",97,199,0,0,411,"2,717,142",230,"32,297","8,707,825",0,"1,011,966",0,"696,588",0,0,0,0,0,644,0,26.0,0.0,"18,815,413", 
תשעו,דרום,קרית מלאכי,670562,"ביה""ס למלאכה חב""ד",חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,ממלכתי דתי,מוכר,0,0,0,0,0,0,0,0,0,0,"2,976,506",0,470,0,"99,591",0,0,0,0,0,77,0,4.0,0.0,"3,076,567", 
תשעו,דרום,קרית גת,499848,תפארת חיה,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,203,894",0,0,0,"66,199",0,0,0,0,0,69,0,3.0,0.0,"1,270,094", 
תשעו,דרום,קרית גת,508275,תבונה ודעת, ,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"443,331",0,0,0,"6,291",0,0,0,0,0,60,0,3.0,0.0,"449,622", 
תשעו,דרום,קרית גת,610105,אמת ואמונה לבנים,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,222,746",0,0,0,0,0,143,0,7.0,0.0,"1,222,746", 
תשעו,דרום,קרית גת,610626,ב. יעקב בנות כה תאמר,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"196,299",0,"45,735",343,"1,957,607",0,0,0,145,0,6.5,0.0,"2,199,641", 
תשעו,דרום,קרית גת,610865,בית יוכבד חסידי גור,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"369,797",0,"76,200",720,"4,418,568",0,0,0,422,0,16.0,0.0,"4,864,565", 
תשעו,דרום,קרית גת,611020,שפרינצק,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,490,"3,905,369",85,81,0,0,0,0,0,0,0,0,"420,213",0,"317,247",0,0,0,0,0,189,26,8.0,2.0,"4,642,828", 
תשעו,דרום,קרית גת,611038,משואה,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,951,"7,495,462",173,165,0,0,0,0,0,0,0,0,"631,719",0,"732,985",0,0,0,0,0,510,0,18.0,0.0,"8,860,166", 
תשעו,דרום,קרית גת,611046,אוהל יוסף יצחק,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,373,"2,941,000",69,62,0,0,0,0,0,0,0,0,"260,390",0,"258,395",0,0,0,0,0,161,0,6.5,0.0,"3,459,785", 
תשעו,דרום,קרית גת,611236,"אוהלי מנחם חב""ד",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,357,"2,814,594",61,64,0,0,0,0,0,0,0,0,"181,361",0,"161,748",0,0,0,0,0,157,0,7.5,0.0,"3,157,703", 
תשעו,דרום,קרית גת,611434,יד יצחק,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,608,"4,778,405",99,99,0,0,0,0,0,0,0,0,"463,633",0,"235,753",0,0,0,0,0,393,0,14.0,0.0,"5,477,791", 
תשעו,דרום,קרית גת,611699,בן-צבי,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,524,"4,045,661",85,82,0,0,0,0,0,0,0,0,"393,937",0,"380,712",0,0,0,0,0,237,12,9.0,1.0,"4,820,310", 
תשעו,דרום,קרית גת,612028,"אפרים בן דוד-ז""ל",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,682,"5,423,776",117,107,0,0,0,0,0,0,0,0,"540,918",0,"545,638",0,0,0,0,0,290,24,12.0,2.0,"6,510,332", 
תשעו,דרום,קרית גת,612267,"ת""ת וב""י גור",בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"324,172",0,"31,510",536,"3,289,378",0,0,0,287,0,13.0,0.0,"3,645,060", 
תשעו,דרום,קרית גת,613182,"רשב""י",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,668,"5,257,443",115,110,0,0,0,0,0,0,0,0,"380,207",0,"508,487",0,0,0,0,0,267,0,12.0,0.0,"6,146,137", 
תשעו,דרום,קרית גת,613299,הרצל,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,640,"5,007,912",108,99,0,0,0,0,0,0,0,0,"511,643",0,"332,156",0,0,0,0,0,327,14,13.0,1.0,"5,851,711", 
תשעו,דרום,קרית גת,613497,"רמב""ם",בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,617,"4,831,467",99,99,0,0,0,0,0,0,0,0,"437,599",0,"274,187",0,0,0,0,0,277,8,12.0,1.0,"5,543,253", 
תשעו,דרום,קרית גת,613752,"ת""ת מפי עוללים",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"192,571",0,"187,410",277,"1,580,925",0,0,0,142,0,5.0,0.0,"1,960,906", 
תשעו,דרום,קרית גת,613778,אמת ושלום,חלש,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"299,477",0,"357,933",432,"2,465,558",0,0,0,213,0,7.5,0.0,"3,122,968", 
תשעו,דרום,קרית גת,614263,מנחם בגין,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,651,"5,187,170",110,106,0,0,0,0,0,0,0,0,"603,517",0,"232,186",0,0,0,0,0,349,21,13.0,2.0,"6,022,873", 
תשעו,דרום,קרית גת,614289,דוד אלעזר,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,837,"6,611,094",149,144,0,0,0,0,0,0,0,0,"693,762",0,"318,691",0,0,0,0,0,553,0,19.0,0.0,"7,623,547", 
תשעו,דרום,קרית גת,614826,תת אמת ואמונה סלונים,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,326",0,0,157,"646,483","97,345",165,0,7.0,0.0,"752,155", 
תשעו,דרום,קרית גת,640029,"ק. ח. ע""ש זאב בוים",חלש,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,798,"7,141,927",103,251,0,0,270,"1,787,137",227,"31,875","6,815,728",0,"1,214,273",0,"465,601",0,0,0,0,0,586,13,23.0,1.0,"17,456,541", 
תשעו,דרום,קרית גת,640235,מקיף דתי גרוס,חלש - בינוני,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,965,"8,756,968",157,324,0,0,733,"4,849,249",186,"26,118","7,968,792",0,"979,303",0,"1,181,279",0,0,0,0,0,814,30,31.0,3.0,"23,761,709", 
תשעו,דרום,קרית גת,640383,אולפנת צביה ק. גת,חלש - בינוני,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,192,"1,713,670",26,52,0,0,0,0,24,"3,370","1,778,542",0,"162,977",0,"294,629",0,0,0,0,0,150,0,6.0,0.0,"3,953,188", 
תשעו,דרום,קרית גת,640409,תיכון נתיבי רחל,חלש,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,474,214",0,701,0,"51,912",0,0,0,0,0,52,0,4.0,0.0,"1,526,827", 
תשעו,דרום,קרית גת,640623,ישיבת בית דוד,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"12,120,871",0,525,"35,408","384,993",0,0,0,0,0,340,0,16.0,0.0,"12,541,797", 
תשעו,דרום,קרית גת,640656,"מקיף ע""ש שלאון",חלש - בינוני,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,597,"5,276,382",75,157,0,0,396,"2,623,949",176,"24,714","5,562,445",0,"484,870",0,"583,868",0,0,0,0,0,451,19,20.0,2.0,"14,556,227", 
תשעו,דרום,קרית גת,644344,"תיכון חדש ע""ש רבין",חלש - בינוני,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,618,"5,481,516",83,171,0,0,610,"4,035,272",176,"24,714","4,631,586",0,"586,010",0,"583,320",0,0,0,0,0,560,17,21.0,2.0,"15,342,417", 
תשעו,דרום,קרית גת,644732,"מקיף ע""ש אריה מאיר",חלש - בינוני,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,948,"8,275,156",132,285,0,0,414,"2,740,837",692,"97,171","9,098,521",0,"1,214,996",0,"903,779",0,0,0,0,0,990,8,33.0,1.0,"22,330,460", 
תשעו,דרום,ערערה בנגב,519090,מחט ערערה בנגב,חלש,פעיל,רגיל,עליונה בלבד,בדואי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"5,300,428",0,0,0,"128,725",0,0,0,0,0,203,0,11.0,0.0,"5,429,152", 
תשעו,דרום,ערערה בנגב,618280,אבו ערר,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,906,"7,066,573",156,149,0,0,0,0,0,0,0,0,"574,901",0,"558,488",0,0,0,0,0,457,0,18.0,0.0,"8,199,962", 
תשעו,דרום,ערערה בנגב,618314,איבן סינא ערערה,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,"1,370","10,877,929",246,236,0,0,0,0,564,"79,197",0,0,"1,300,802",0,"1,649,966",0,0,0,0,0,664,38,25.0,4.0,"13,907,893", 
תשעו,דרום,ערערה בנגב,618504,אלסלאם,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,"1,091","8,380,352",179,175,0,0,0,0,0,0,0,0,"782,937",0,"1,160,540",0,0,0,0,0,611,0,22.0,0.0,"10,323,829", 
תשעו,דרום,ערערה בנגב,618553,אבן חלדון,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,"1,070","8,401,986",185,175,0,0,0,0,0,0,0,0,"786,530",0,"1,146,066",0,0,0,0,0,545,13,21.0,1.0,"10,334,582", 
תשעו,דרום,ערערה בנגב,618561,אלראזי,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,884,"6,899,633",150,146,0,0,0,0,0,0,0,0,"557,431",0,"987,674",0,0,0,0,0,435,0,18.0,0.0,"8,444,738", 
תשעו,דרום,ערערה בנגב,618777,אלנג'אח,חלש,פעיל,רגיל,יסודי בלבד,בדואי,ממלכתי,רשמי,633,"4,994,169",106,104,0,0,0,0,0,0,0,0,"438,075",0,"574,744",0,0,0,0,0,331,0,13.0,0.0,"6,006,988", 
תשעו,דרום,ערערה בנגב,627026,"בי""ס לחינוך מיוחד", ,פעיל,מיוחד,יסודי ועליונה,בדואי,ממלכתי,רשמי,567,"5,077,823",101,141,0,0,0,0,"3,639","510,988",0,0,"1,471,740",0,"459,496",0,0,0,0,0,0,85,0.0,11.0,"7,520,048", 
תשעו,דרום,ערערה בנגב,648071,מקיף טומשין ערערה,חלש,פעיל,רגיל,"חט""ב ועליונה",בדואי,ממלכתי,רשמי,"1,617","14,407,818",260,550,0,0,274,"1,815,002",391,"54,904","11,913,424",0,"2,317,853",0,"1,848,493",0,0,0,0,0,"1,716",20,59.0,3.0,"32,357,494", 
תשעו,דרום,ערערה בנגב,648147,מקיף אלנור ערערה,חלש,פעיל,רגיל,"חט""ב ועליונה",בדואי,ממלכתי,רשמי,889,"7,933,943",146,286,0,0,267,"1,769,928",0,0,"6,361,512",0,"1,054,970",0,"893,850",0,0,0,0,0,797,14,30.0,1.0,"18,014,203", 
תשעו,דרום,ערד,611137,"ת""ת אור מנחם",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,רשמי,307,"2,406,273",51,53,0,0,0,0,0,0,0,0,"117,456",0,"93,638",0,0,0,0,0,107,0,4.0,0.0,"2,617,367", 
תשעו,דרום,ערד,611145,"אור מנחם חב""ד בנות",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,רשמי,283,"2,210,961",50,44,0,0,0,0,0,0,0,0,"101,352",0,"93,641",0,0,0,0,0,94,0,4.0,0.0,"2,405,953", 
תשעו,דרום,ערד,611459,יעלים-עופרים,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,627,"5,001,819",120,115,0,0,0,0,0,0,0,0,"482,658",0,"186,805",0,0,0,0,0,294,18,11.0,2.0,"5,671,282", 
תשעו,דרום,ערד,612358,טללים,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,443,"3,456,399",78,74,0,0,0,0,0,0,0,0,"222,408",0,"284,115",0,0,0,0,0,140,0,7.0,0.0,"3,962,923", 
תשעו,דרום,ערד,612549,אבישור,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,507,"3,932,631",87,75,0,0,0,0,0,0,0,0,"388,595",0,"319,605",0,0,0,0,0,227,13,8.0,1.0,"4,640,831", 
תשעו,דרום,ערד,613174,לבאות,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,567,"4,465,129",96,90,0,0,0,0,0,0,0,0,"320,722",0,"249,170",0,0,0,0,0,290,0,12.0,0.0,"5,035,021", 
תשעו,דרום,ערד,613323,חלמיש,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,564,"4,413,382",105,99,0,0,0,0,0,0,0,0,"376,755",0,"215,705",0,0,0,0,0,256,12,11.0,1.0,"5,005,843", 
תשעו,דרום,ערד,613422,"ת""ת גור ערד",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"324,172",0,"-9,010",594,"3,645,319",0,0,0,342,0,14.0,0.0,"3,960,480", 
תשעו,דרום,ערד,613968,בית יעקב גור ערד,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"298,805",0,"29,766",550,"3,375,295",0,0,0,333,0,12.0,0.0,"3,703,865", 
תשעו,דרום,ערד,615138,קדם,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,201,"1,064,001",0,0,0,0,0,0,0,0,0,0,"52,465",0,"11,253",0,0,0,0,0,47,0,4.0,0.0,"1,127,719", 
תשעו,דרום,ערד,640227,תיכון מקיף אורט ערד,חלש,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,"1,263","11,300,732",178,422,0,0,156,"1,032,530",308,"43,249","15,249,860",0,"1,838,369",0,"1,205,290",0,0,0,0,0,"1,132",31,40.0,3.0,"30,670,030", 
תשעו,דרום,ערד,640508,אולפנא בני עקיבא,חלש,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,189,"1,647,578",23,46,0,0,75,"496,409",0,0,"3,585,194",0,"120,870",0,"277,494",0,0,0,0,0,168,0,6.0,0.0,"6,127,545", 
תשעו,דרום,ערד,640730,תיכון בית יעקב,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"2,703,354",0,0,896,"131,572",0,0,0,0,0,110,0,4.0,0.0,"2,835,822", 
תשעו,דרום,ערד,644237,ישיבה לצעירים גור,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"991,993",0,0,0,"6,360",0,0,0,0,0,135,0,4.0,0.0,"998,352", 
תשעו,דרום,עומר,611863,עומרים,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,"1,165","9,188,281",208,192,0,0,0,0,0,0,0,0,"904,192",0,"76,283",0,0,0,0,0,840,0,26.0,0.0,"10,168,756", 
תשעו,דרום,עומר,644591,מקיף עומר,חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,609,"5,471,552",88,202,0,0,423,"2,799,413",184,"25,837","8,837,102",0,"782,569",0,"646,933",0,0,0,0,0,885,0,27.0,0.0,"18,563,406", 
תשעו,דרום,נתיבות,462929,תיכון נווה חיה,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,898,280",0,551,0,"74,356",0,0,0,0,0,96,0,5.0,0.0,"1,973,187", 
תשעו,דרום,נתיבות,499863,קול יעקב, ,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"291,193",0,0,0,"6,453",0,0,0,0,0,44,0,2.0,0.0,"297,646", 
תשעו,דרום,נתיבות,610675,"ת""ת חניכי הישיבות",בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,907",0,0,9,"37,311","20,860",139,0,1.5,0.0,"66,078", 
תשעו,דרום,נתיבות,610824,באר מרים,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"151,170",0,"16,331",219,"1,249,901",0,0,0,106,0,4.0,0.0,"1,417,402", 
